,city,date,fare,ride_id,driver_count,type
1240,West Anthony,2019-04-08,20.83,9582300000000.0,70,Urban
1241,Martinezhaven,2019-02-14,27.16,2199000000000.0,25,Urban
1242,North Jasmine,2019-01-21,33.06,4263010000000.0,33,Urban
1243,Carriemouth,2019-04-15,40.03,2667930000000.0,52,Urban
1244,Lake Scottton,2019-01-21,21.81,294152000000.0,58,Urban
1245,Hurleymouth,2019-01-17,24.86,9295340000000.0,36,Urban
1246,North Barbara,2019-03-17,6.12,5476940000000.0,18,Urban
1247,Royland,2019-04-23,40.39,338532000000.0,64,Urban
1248,North Jason,2019-01-12,9.97,8000610000000.0,6,Urban
1249,West Ericstad,2019-01-27,29.05,7599450000000.0,25,Urban
1250,Joneschester,2019-03-13,27.79,1264450000000.0,39,Urban
1251,North Madeline,2019-05-03,16.44,212158000000.0,19,Urban
1252,Loganberg,2019-02-18,23.98,9369010000000.0,23,Urban
1253,West Patrickchester,2019-04-07,33.9,3859130000000.0,25,Urban
1254,Justinberg,2019-04-04,19.38,3733960000000.0,39,Urban
1255,Lake Jonathanshire,2019-04-16,32.47,1013870000000.0,5,Urban
1256,Karenside,2019-03-04,25.21,9107960000000.0,5,Urban
1257,North Madeline,2019-02-04,9.84,9479830000000.0,19,Urban
1258,West Josephberg,2019-03-30,25.19,7575790000000.0,45,Urban
1259,West Christopherberg,2019-05-01,39.8,5350290000000.0,32,Urban
1260,Lake Scottton,2019-04-19,37.67,5487290000000.0,58,Urban
1261,Simpsonburgh,2019-05-04,33.11,2860860000000.0,21,Urban
1262,South Karenland,2019-01-23,22.54,906736000000.0,4,Urban
1263,South Evanton,2019-02-26,7.81,741939000000.0,11,Urban
1264,New Paulville,2019-01-02,33.08,2368540000000.0,44,Urban
1265,Carriemouth,2019-03-08,37.81,7350660000000.0,52,Urban
1266,North Madeline,2019-03-01,20.8,1575100000000.0,19,Urban
1267,West Heidi,2019-01-17,24.19,8798100000000.0,28,Urban
1268,Amandaburgh,2019-01-13,23.35,9975080000000.0,12,Urban
1269,Valentineton,2019-03-06,38.88,2762940000000.0,45,Urban
1270,South Phillip,2019-03-23,40.07,2307850000000.0,38,Urban
1271,West Angela,2019-02-22,23.09,5991670000000.0,48,Urban
1272,Erikaland,2019-04-25,34.05,5673820000000.0,37,Urban
1273,Loganberg,2019-04-23,32.4,2448430000000.0,23,Urban
1274,West Heidi,2019-01-01,10.75,6571510000000.0,28,Urban
1275,South Michelleport,2019-01-27,30.16,3948530000000.0,72,Urban
1276,Christopherfurt,2019-03-15,34.09,1264520000000.0,41,Urban
1277,North Markport,2019-04-06,18.15,7268610000000.0,22,Urban
1278,West Anthony,2019-02-10,38.54,8950010000000.0,70,Urban
1279,South Phillip,2019-04-16,24.63,7860900000000.0,38,Urban
1280,South Phillip,2019-01-07,6.54,197654000000.0,38,Urban
1281,Williamsview,2019-03-02,25.15,5050610000000.0,46,Urban
1282,Port Frank,2019-01-05,35.35,1918780000000.0,23,Urban
1283,West Angela,2019-03-18,13.06,7206620000000.0,48,Urban
1284,Liumouth,2019-04-14,25.28,7891750000000.0,69,Urban
1285,Port Frank,2019-05-03,21.11,9063920000000.0,23,Urban
1286,Jerryton,2019-03-04,22.91,3498910000000.0,64,Urban
1287,Richardfort,2019-03-06,8.28,5127600000000.0,38,Urban
1288,Lake Danielberg,2019-01-14,24.14,7958890000000.0,19,Urban
1289,South Evanton,2019-01-17,34.55,3373260000000.0,11,Urban
1290,Williamsview,2019-01-25,41.17,4838880000000.0,46,Urban
1291,South Jack,2019-01-29,43.12,6046700000000.0,46,Urban
1292,Justinberg,2019-02-13,10.18,3143510000000.0,39,Urban
1293,Liumouth,2019-04-29,23.99,819442000000.0,69,Urban
1294,South Jack,2019-01-09,21.13,6055920000000.0,46,Urban
1295,South Michelleport,2019-03-29,11.06,9979820000000.0,72,Urban
1296,Hurleymouth,2019-02-23,31.97,1990080000000.0,36,Urban
1297,West Samuelburgh,2019-02-22,17.35,3943010000000.0,73,Urban
1298,North Barbara,2019-04-09,6.68,2535410000000.0,18,Urban
1299,Royland,2019-01-20,6.66,4292340000000.0,64,Urban
1300,Lake Scottton,2019-04-08,44.03,9052900000000.0,58,Urban
1301,Raymondhaven,2019-04-30,29.84,7628280000000.0,11,Urban
1302,Lake Scottton,2019-05-08,18.04,5616260000000.0,58,Urban
1303,Martinezhaven,2019-05-07,6.89,3266250000000.0,25,Urban
1304,Lake Scottton,2019-02-08,34.95,7928830000000.0,58,Urban
1305,Richardfort,2019-02-05,42.22,4051090000000.0,38,Urban
1306,West Josephberg,2019-04-11,18.65,6034780000000.0,45,Urban
1307,New Paulville,2019-03-05,23.75,9558030000000.0,44,Urban
1308,South Phillip,2019-05-07,36.51,2373460000000.0,38,Urban
1309,South Karenland,2019-03-22,15.54,1305520000000.0,4,Urban
1310,Valentineton,2019-01-22,17.74,6348950000000.0,45,Urban
1311,South Evanton,2019-05-07,34.03,3182590000000.0,11,Urban
1312,Pattyland,2019-04-19,4.55,6863690000000.0,59,Urban
1313,Port Samanthamouth,2019-03-15,5.62,6911790000000.0,57,Urban
1314,East Kaylahaven,2019-01-11,8.02,9778560000000.0,65,Urban
1315,North Madeline,2019-02-27,36.87,9531910000000.0,19,Urban
1316,Richardfort,2019-04-04,16.35,6077910000000.0,38,Urban
1317,South Michelleport,2019-02-11,28.03,3129310000000.0,72,Urban
1318,Port Johnbury,2019-01-21,32.68,277259000000.0,3,Urban
1319,Liumouth,2019-01-18,20.68,984552000000.0,69,Urban
1320,South Evanton,2019-04-08,5.62,1336030000000.0,11,Urban
1321,Richardfort,2019-03-05,4.85,3291540000000.0,38,Urban
1322,New Jacobville,2019-02-07,26.09,3517700000000.0,50,Urban
1323,East Kaylahaven,2019-02-04,38.13,2889300000000.0,65,Urban
1324,Williamsstad,2019-01-20,18.79,5023160000000.0,59,Urban
1325,Lake Jonathanshire,2019-04-11,25.92,8533810000000.0,5,Urban
1326,Port Samanthamouth,2019-04-25,9.44,4793950000000.0,57,Urban
1327,South Karenland,2019-03-30,20.21,2903440000000.0,4,Urban
1328,West Christopherberg,2019-03-10,7.98,5729360000000.0,32,Urban
1329,Lake Scottton,2019-03-29,35.36,3706310000000.0,58,Urban
1330,East Kaylahaven,2019-01-24,31.4,7430410000000.0,65,Urban
1331,Raymondhaven,2019-04-04,41.45,2893200000000.0,11,Urban
1332,Port Frank,2019-03-19,22.63,9908380000000.0,23,Urban
1333,New Paulville,2019-04-24,13.32,8564320000000.0,44,Urban
1334,Karenberg,2019-04-30,5.7,7644520000000.0,22,Urban
1335,Barajasview,2019-03-24,12.24,766512000000.0,26,Urban
1336,North Jason,2019-02-10,25.36,8594850000000.0,6,Urban
1337,Barajasview,2019-04-18,12.35,6122260000000.0,26,Urban
1338,New Kimberlyborough,2019-04-03,33.74,6329060000000.0,33,Urban
1339,West Samuelburgh,2019-01-31,9.67,8851670000000.0,73,Urban
1340,West Heidi,2019-03-21,9.06,6618750000000.0,28,Urban
1341,Port Frank,2019-01-16,11.97,8711330000000.0,23,Urban
1342,West Samuelburgh,2019-04-08,14.52,2480520000000.0,73,Urban
1343,West Gabriel,2019-05-01,8.67,425758000000.0,57,Urban
1344,Loganberg,2019-04-18,16.36,4728840000000.0,23,Urban
1345,West Josephberg,2019-05-07,29.66,261962000000.0,45,Urban
1346,South Michelleport,2019-02-02,12.77,1407380000000.0,72,Urban
1347,Christopherfurt,2019-04-14,39.91,253266000000.0,41,Urban
1348,Justinberg,2019-04-14,7.75,8860060000000.0,39,Urban
1349,South Michelleport,2019-03-12,25.1,7109080000000.0,72,Urban
1350,West Angela,2019-04-10,31.03,3524340000000.0,48,Urban
1351,South Karenland,2019-02-02,10.54,4511040000000.0,4,Urban
1352,Carriemouth,2019-05-04,41.54,1102330000000.0,52,Urban
1353,Pattyland,2019-01-09,41.04,3525500000000.0,59,Urban
1354,West Samuelburgh,2019-03-04,28.18,9684550000000.0,73,Urban
1355,North Barbara,2019-02-03,11.54,5814430000000.0,18,Urban
1356,Jerryton,2019-02-20,28.24,4147220000000.0,64,Urban
1357,Leahton,2019-03-06,14.87,3839890000000.0,17,Urban
1358,North Jasmine,2019-02-06,9.12,3928980000000.0,33,Urban
1359,South Karenland,2019-01-03,39.16,5488600000000.0,4,Urban
1360,Grahamburgh,2019-03-19,33.14,4377430000000.0,61,Urban
1361,West Robert,2019-03-29,17.53,8336700000000.0,39,Urban
1362,Williamsview,2019-02-18,18.75,4148430000000.0,46,Urban
1363,Barajasview,2019-01-04,12.25,1657110000000.0,26,Urban
1364,Williamsview,2019-01-01,5.42,5676170000000.0,46,Urban
1365,West Ericstad,2019-02-05,30.89,2464030000000.0,25,Urban
1366,Lake Danielberg,2019-01-05,28.79,9792090000000.0,19,Urban
1367,Barajasview,2019-03-29,29.55,3838350000000.0,26,Urban
1368,Liumouth,2019-03-03,26.6,4278970000000.0,69,Urban
1369,West Patrickchester,2019-03-06,31.33,2574120000000.0,25,Urban
1370,Lake Scottton,2019-01-13,24.81,395503000000.0,58,Urban
1371,Liumouth,2019-01-04,34.77,8500620000000.0,69,Urban
1372,Williamsstad,2019-01-03,17.16,28294640252.0,59,Urban
1373,Lake Danielberg,2019-02-04,24.49,859545000000.0,19,Urban
1374,Justinberg,2019-02-28,14.4,1131860000000.0,39,Urban
1375,Jerryton,2019-03-07,15.82,8112350000000.0,64,Urban
1376,New Jacobville,2019-03-12,28.12,3354770000000.0,50,Urban
1377,Loganberg,2019-01-03,34.42,237725000000.0,23,Urban
1378,West Patrickchester,2019-03-02,25.28,8920710000000.0,25,Urban
1379,South Evanton,2019-01-02,16.96,9407700000000.0,11,Urban
1380,North Markport,2019-05-04,28.93,1471660000000.0,22,Urban
1381,Port Angela,2019-04-02,25.84,8022440000000.0,67,Urban
1382,Richardfort,2019-04-14,43.01,7636010000000.0,38,Urban
1383,Rogerston,2019-01-27,13.4,9764360000000.0,25,Urban
1384,East Kaylahaven,2019-02-11,4.75,9782980000000.0,65,Urban
1385,Raymondhaven,2019-02-28,21.78,1853830000000.0,11,Urban
1386,Loganberg,2019-02-20,41.16,4360660000000.0,23,Urban
1387,South Jack,2019-02-17,18.08,3666660000000.0,46,Urban
1388,West Ericstad,2019-05-05,7.76,8379000000000.0,25,Urban
1389,Port Frank,2019-02-21,19.81,2185140000000.0,23,Urban
1390,Simpsonburgh,2019-01-23,39.95,1108660000000.0,21,Urban
1391,Simpsonburgh,2019-01-08,13.01,9413350000000.0,21,Urban
1392,South Evanton,2019-02-08,38.21,56240519093.0,11,Urban
1393,Loganberg,2019-03-30,40.8,3172020000000.0,23,Urban
1394,New Paulville,2019-03-08,18.35,3736130000000.0,44,Urban
1395,East Kaylahaven,2019-04-30,37.41,1759790000000.0,65,Urban
1396,West Gabriel,2019-01-31,6.8,1042280000000.0,57,Urban
1397,South Phillip,2019-03-15,22.28,6023730000000.0,38,Urban
1398,Richardfort,2019-01-21,10.91,3567610000000.0,38,Urban
1399,Williamsview,2019-03-22,15.85,8549530000000.0,46,Urban
1400,West Patrickchester,2019-02-16,12.15,9177370000000.0,25,Urban
1401,North Jason,2019-05-07,24.2,3915680000000.0,6,Urban
1402,Karenberg,2019-04-13,23.73,405641000000.0,22,Urban
1403,East Kaylahaven,2019-03-24,32.21,6710060000000.0,65,Urban
1404,Lake Jonathanshire,2019-04-09,15.96,577276000000.0,5,Urban
1405,Williamsstad,2019-03-12,13.79,5771640000000.0,59,Urban
1406,Deanville,2019-01-28,31.65,649770000000.0,49,Urban
1407,South Latoya,2019-02-25,25.87,4911560000000.0,10,Urban
1408,South Karenland,2019-02-26,38.05,445164000000.0,4,Urban
1409,Justinberg,2019-01-27,28.41,3494880000000.0,39,Urban
1410,South Michelleport,2019-04-21,36.47,3394690000000.0,72,Urban
1411,Lake Jonathanshire,2019-01-16,26.27,3267660000000.0,5,Urban
1412,Jerryton,2019-03-25,9.64,9483700000000.0,64,Urban
1413,Grahamburgh,2019-02-23,41.98,3687570000000.0,61,Urban
1414,South Karenland,2019-02-26,35.61,8413970000000.0,4,Urban
1415,Johnton,2019-04-29,17.89,1266250000000.0,27,Urban
1416,Justinberg,2019-01-24,38.79,1687190000000.0,39,Urban
1417,Grahamburgh,2019-02-02,22.53,6583080000000.0,61,Urban
1418,North Markport,2019-01-17,8.68,930356000000.0,22,Urban
1419,Port Samanthamouth,2019-01-01,11.71,1849660000000.0,57,Urban
1420,West Angela,2019-04-11,29.06,713854000000.0,48,Urban
1421,Port David,2019-03-03,13.41,6413540000000.0,7,Urban
1422,Christopherfurt,2019-02-23,15.61,8295290000000.0,41,Urban
1423,Lake Scottton,2019-02-27,9.43,8167810000000.0,58,Urban
1424,Valentineton,2019-01-03,37.4,4181290000000.0,45,Urban
1425,Jerryton,2019-02-19,21.27,2523550000000.0,64,Urban
1426,Reynoldsfurt,2019-03-21,11.97,9406110000000.0,67,Urban
1427,Hurleymouth,2019-02-24,8.33,2051790000000.0,36,Urban
1428,South Latoya,2019-03-13,16.01,2755060000000.0,10,Urban
1429,North Jasmine,2019-03-21,39.02,7925530000000.0,33,Urban
1430,Richardfort,2019-03-16,21.39,237473000000.0,38,Urban
1431,Roberthaven,2019-05-03,42.15,2593370000000.0,47,Urban
1432,South Michelleport,2019-01-05,39.9,6107070000000.0,72,Urban
1433,Port Johnbury,2019-01-15,40.32,2121000000000.0,3,Urban
1434,Loganberg,2019-01-31,20.36,1816760000000.0,23,Urban
1435,Robertport,2019-04-30,14.81,1468740000000.0,12,Urban
1436,South Michelleport,2019-02-27,10.4,6475100000000.0,72,Urban
1437,New Jacobville,2019-03-03,41.39,3091550000000.0,50,Urban
1438,Martinezhaven,2019-04-12,11.55,9306300000000.0,25,Urban
1439,West Gabriel,2019-04-08,13.31,8629910000000.0,57,Urban
1440,South Jack,2019-04-10,29.97,6134960000000.0,46,Urban
1441,New Paulville,2019-01-05,21.57,3713140000000.0,44,Urban
1442,Royland,2019-01-11,18.42,5578370000000.0,64,Urban
1443,Roberthaven,2019-01-15,30.42,5912510000000.0,47,Urban
1444,Justinberg,2019-03-12,24.41,3085650000000.0,39,Urban
1445,West Angela,2019-02-21,40.55,1832100000000.0,48,Urban
1446,North Madeline,2019-01-30,16.5,8651910000000.0,19,Urban
1447,Port Angela,2019-02-03,6.42,9465220000000.0,67,Urban
1448,North Jason,2019-03-30,12.04,6617570000000.0,6,Urban
1449,West Patrickchester,2019-04-18,29.12,8009820000000.0,25,Urban
1450,North Jason,2019-03-27,30.66,3371330000000.0,6,Urban
1451,West Anthony,2019-02-03,19.66,2909280000000.0,70,Urban
1452,Liumouth,2019-04-29,32.1,2696750000000.0,69,Urban
1453,Martinezhaven,2019-04-13,40.2,8856600000000.0,25,Urban
1454,West Josephberg,2019-01-12,5.77,5094740000000.0,45,Urban
1455,Simpsonburgh,2019-01-05,39.44,252492000000.0,21,Urban
1456,New Paulville,2019-01-05,44.68,3084380000000.0,44,Urban
1457,Christopherfurt,2019-02-04,41.12,807740000000.0,41,Urban
1458,Johnton,2019-03-15,30.27,1604980000000.0,27,Urban
1459,South Jack,2019-02-06,7.71,6332020000000.0,46,Urban
1460,Joneschester,2019-03-28,7.56,4606110000000.0,39,Urban
1461,Lake Danielberg,2019-02-23,9.25,8304100000000.0,19,Urban
1462,Port Frank,2019-01-18,19.98,4493440000000.0,23,Urban
1463,Lake Jonathanshire,2019-01-21,37.25,2966540000000.0,5,Urban
1464,Rogerston,2019-03-07,27.26,9445960000000.0,25,Urban
1465,South Karenland,2019-01-02,19.57,7272200000000.0,4,Urban
1466,West Gabriel,2019-01-15,11.71,3842430000000.0,57,Urban
1467,West Gabriel,2019-01-12,31.98,2986880000000.0,57,Urban
1468,Robertport,2019-03-17,14.61,8501450000000.0,12,Urban
1469,West Christopherberg,2019-04-03,33.03,1478760000000.0,32,Urban
1470,Lake Scottton,2019-04-02,43.2,3927210000000.0,58,Urban
1471,West Christopherberg,2019-02-07,10.91,3730800000000.0,32,Urban
1472,West Anthony,2019-04-18,11.2,3221740000000.0,70,Urban
1473,Robertport,2019-04-16,36.11,5886550000000.0,12,Urban
1474,Erikaland,2019-03-27,26.25,4808800000000.0,37,Urban
1475,Williamsview,2019-01-17,32.29,7451580000000.0,46,Urban
1476,West Robert,2019-01-30,43.02,7200180000000.0,39,Urban
1477,Hurleymouth,2019-02-06,32.93,4140230000000.0,36,Urban
1478,New Paulton,2019-02-21,27.56,3954580000000.0,44,Urban
1479,Deanville,2019-01-07,21.5,9422000000000.0,49,Urban
1480,Karenside,2019-01-12,37.73,1873050000000.0,5,Urban
1481,New Paulton,2019-03-12,38.26,79314274773.0,44,Urban
1482,Port Samanthamouth,2019-04-09,24.99,6743230000000.0,57,Urban
1483,South Phillip,2019-05-03,8.3,8580230000000.0,38,Urban
1484,Lake Danielberg,2019-02-06,29.96,2332000000000.0,19,Urban
1485,Martinezhaven,2019-02-06,40.29,4665190000000.0,25,Urban
1486,Pattyland,2019-04-12,28.65,6924230000000.0,59,Urban
1487,Port Johnbury,2019-02-05,7.44,3008330000000.0,3,Urban
1488,Richardfort,2019-03-22,16.35,5934240000000.0,38,Urban
1489,Valentineton,2019-02-17,37.19,5020450000000.0,45,Urban
1490,Rodneyfort,2019-04-19,35.79,9917200000000.0,34,Urban
1491,West Christopherberg,2019-04-19,22.86,9748850000000.0,32,Urban
1492,Valentineton,2019-03-08,43.59,5859670000000.0,45,Urban
1493,New Jacobville,2019-02-21,40.05,3017980000000.0,50,Urban
1494,Joneschester,2019-05-05,21.74,2729180000000.0,39,Urban
1495,Johnton,2019-01-14,19.68,8534360000000.0,27,Urban
1496,West Heidi,2019-01-29,38.68,4818940000000.0,28,Urban
1497,West Christopherberg,2019-04-11,4.88,7740850000000.0,32,Urban
1498,West Angela,2019-03-17,23.45,7766330000000.0,48,Urban
1499,South Evanton,2019-01-09,40.73,6529650000000.0,11,Urban
1500,West Gabriel,2019-01-23,40.17,9157930000000.0,57,Urban
1501,Carriemouth,2019-04-05,38.17,8161200000000.0,52,Urban
1502,West Ericstad,2019-03-18,23.62,6209240000000.0,25,Urban
1503,North Jasmine,2019-04-22,6.49,1617290000000.0,33,Urban
1504,Martinezhaven,2019-04-30,36.07,1517730000000.0,25,Urban
1505,West Gabriel,2019-02-17,17.03,4385810000000.0,57,Urban
1506,Liumouth,2019-03-06,37.4,602124000000.0,69,Urban
1507,Roberthaven,2019-05-02,21.8,3456710000000.0,47,Urban
1508,West Angela,2019-02-21,27.68,791846000000.0,48,Urban
1509,West Robert,2019-02-01,30.94,218488000000.0,39,Urban
1510,Carriemouth,2019-04-27,8.28,451752000000.0,52,Urban
1511,North Jason,2019-01-08,10.74,1777360000000.0,6,Urban
1512,West Angela,2019-04-13,28.75,3697510000000.0,48,Urban
1513,Reynoldsfurt,2019-02-03,6.34,5560690000000.0,67,Urban
1514,Lake Jonathanshire,2019-04-11,22.48,3505460000000.0,5,Urban
1515,New Kimberlyborough,2019-02-05,18.02,3979120000000.0,33,Urban
1516,Jerryton,2019-03-23,37.89,4275220000000.0,64,Urban
1517,Joneschester,2019-03-04,41.65,9830270000000.0,39,Urban
1518,Lake Jonathanshire,2019-02-16,17.58,3641780000000.0,5,Urban
1519,Richardfort,2019-01-03,5.32,3268840000000.0,38,Urban
1520,Deanville,2019-01-29,25.39,9623390000000.0,49,Urban
1521,Richardfort,2019-03-29,37.76,4802690000000.0,38,Urban
1522,Royland,2019-03-23,13.7,8505730000000.0,64,Urban
1523,Jerryton,2019-04-20,29.84,8129670000000.0,64,Urban
1524,Lake Jonathanshire,2019-01-17,28.42,6544220000000.0,5,Urban
1525,Karenberg,2019-04-24,34.67,6995540000000.0,22,Urban
1526,Joneschester,2019-02-17,10.52,3382310000000.0,39,Urban
1527,Rogerston,2019-02-27,27.4,6535370000000.0,25,Urban
1528,North Jason,2019-01-11,19.64,6877010000000.0,6,Urban
1529,Reynoldsfurt,2019-04-11,38.35,6517890000000.0,67,Urban
1530,Rogerston,2019-01-26,11.13,9117400000000.0,25,Urban
1531,Grahamburgh,2019-03-11,34.53,1668090000000.0,61,Urban
1532,Lake Jonathanshire,2019-01-21,22.36,2522100000000.0,5,Urban
1533,Lake Danielberg,2019-03-05,44.77,904235000000.0,19,Urban
1534,Liumouth,2019-01-30,22.9,2852060000000.0,69,Urban
1535,West Gabriel,2019-01-28,5.58,8437990000000.0,57,Urban
1536,North Jason,2019-01-24,40.15,6720070000000.0,6,Urban
1537,West Robert,2019-03-16,42.89,3371310000000.0,39,Urban
1538,Huntermouth,2019-01-24,42.36,2881100000000.0,37,Urban
1539,Karenside,2019-01-17,11.6,2896160000000.0,5,Urban
1540,Karenberg,2019-02-19,12.25,3871930000000.0,22,Urban
1541,Amandaburgh,2019-01-29,41.06,4296860000000.0,12,Urban
1542,West Robert,2019-02-18,44.97,341568000000.0,39,Urban
1543,Pattyland,2019-01-12,17.85,1717520000000.0,59,Urban
1544,West Robert,2019-02-19,40.64,5090000000000.0,39,Urban
1545,Lake Jonathanshire,2019-02-23,26.63,5372490000000.0,5,Urban
1546,Raymondhaven,2019-03-31,7.67,3677670000000.0,11,Urban
1547,New Kimberlyborough,2019-04-24,37.73,2211220000000.0,33,Urban
1548,North Jasmine,2019-05-08,18.55,5682020000000.0,33,Urban
1549,Reynoldsfurt,2019-02-09,21.02,6197090000000.0,67,Urban
1550,West Anthony,2019-03-08,41.3,1154690000000.0,70,Urban
1551,West Christopherberg,2019-01-30,16.85,7337260000000.0,32,Urban
1552,Erikaland,2019-02-11,35.89,1692280000000.0,37,Urban
1553,Port Samanthamouth,2019-02-02,39.28,2671260000000.0,57,Urban
1554,New Jacobville,2019-04-30,5.6,3975720000000.0,50,Urban
1555,Huntermouth,2019-03-27,22.64,9536740000000.0,37,Urban
1556,Joneschester,2019-03-19,42.74,4496210000000.0,39,Urban
1557,Port Frank,2019-01-15,30.93,8726140000000.0,23,Urban
1558,Leahton,2019-03-03,43.44,4290920000000.0,17,Urban
1559,Raymondhaven,2019-02-07,38.67,8352960000000.0,11,Urban
1560,South Latoya,2019-04-22,27.54,3391380000000.0,10,Urban
1561,West Ericstad,2019-03-04,43.98,6434940000000.0,25,Urban
1562,Liumouth,2019-04-12,10.53,8954520000000.0,69,Urban
1563,Port Johnbury,2019-04-25,10.26,2977080000000.0,3,Urban
1564,Robertport,2019-04-18,24.48,4267630000000.0,12,Urban
1565,South Michelleport,2019-04-27,27.89,355231000000.0,72,Urban
1566,Grahamburgh,2019-02-16,30.23,5124140000000.0,61,Urban
1567,Liumouth,2019-04-02,25.56,9544290000000.0,69,Urban
1568,Grahamburgh,2019-04-10,37.67,1448870000000.0,61,Urban
1569,Rogerston,2019-02-03,4.41,1718710000000.0,25,Urban
1570,New Paulville,2019-01-21,33.47,8221240000000.0,44,Urban
1571,Liumouth,2019-02-28,30.3,2081810000000.0,69,Urban
1572,Port Frank,2019-02-06,34.86,3935960000000.0,23,Urban
1573,Loganberg,2019-02-21,36.21,8542270000000.0,23,Urban
1574,Karenside,2019-03-21,26.69,7728920000000.0,5,Urban
1575,West Angela,2019-04-14,39.95,7950040000000.0,48,Urban
1576,West Josephberg,2019-01-31,38.28,4195600000000.0,45,Urban
1577,West Samuelburgh,2019-02-22,7.13,2717850000000.0,73,Urban
1578,Lake Danielberg,2019-02-06,30.31,3396700000000.0,19,Urban
1579,Johnton,2019-01-31,23.36,3671340000000.0,27,Urban
1580,West Ericstad,2019-01-21,8.07,7506040000000.0,25,Urban
1581,Lake Scottton,2019-04-18,4.36,5843810000000.0,58,Urban
1582,North Jasmine,2019-04-17,11.76,4450940000000.0,33,Urban
1583,North Jason,2019-04-15,42.29,5008030000000.0,6,Urban
1584,North Jason,2019-03-04,38.49,3338030000000.0,6,Urban
1585,Lake Danielberg,2019-02-17,11.7,4874330000000.0,19,Urban
1586,Christopherfurt,2019-04-04,24.47,571641000000.0,41,Urban
1587,Port Johnbury,2019-01-04,32.75,1737290000000.0,3,Urban
1588,Port Angela,2019-05-04,21.62,6302510000000.0,67,Urban
1589,Port Frank,2019-04-28,15.0,7321190000000.0,23,Urban
1590,North Barbara,2019-01-08,25.84,3505170000000.0,18,Urban
1591,North Jason,2019-04-14,8.05,7833720000000.0,6,Urban
1592,Barajasview,2019-01-12,21.64,3010030000000.0,26,Urban
1593,North Jasmine,2019-01-13,16.92,5896680000000.0,33,Urban
1594,South Karenland,2019-04-25,36.71,7085370000000.0,4,Urban
1595,West Gabriel,2019-02-20,28.13,7467210000000.0,57,Urban
1596,Carriemouth,2019-03-25,26.4,4293520000000.0,52,Urban
1597,Huntermouth,2019-03-17,30.31,6909760000000.0,37,Urban
1598,Valentineton,2019-01-12,42.31,5901460000000.0,45,Urban
1599,East Kaylahaven,2019-01-29,26.79,5038190000000.0,65,Urban
1600,Lake Danielberg,2019-04-12,41.45,5338700000000.0,19,Urban
1601,West Robert,2019-01-15,33.91,2161160000000.0,39,Urban
1602,Williamsstad,2019-04-04,31.52,778427000000.0,59,Urban
1603,Port David,2019-04-22,30.03,7355590000000.0,7,Urban
1604,Karenside,2019-03-03,19.19,1723490000000.0,5,Urban
1605,Valentineton,2019-03-16,5.23,7407810000000.0,45,Urban
1606,New Kimberlyborough,2019-04-03,43.07,5603780000000.0,33,Urban
1607,New Jacobville,2019-04-20,13.35,9259170000000.0,50,Urban
1608,Joneschester,2019-04-13,27.36,7530380000000.0,39,Urban
1609,Joneschester,2019-04-20,30.12,8972500000000.0,39,Urban
1610,Jerryton,2019-03-24,31.47,5424250000000.0,64,Urban
1611,Grahamburgh,2019-01-03,17.61,7877230000000.0,61,Urban
1612,Royland,2019-01-18,32.11,4548840000000.0,64,Urban
1613,West Robert,2019-03-10,6.74,6675180000000.0,39,Urban
1614,Karenside,2019-02-19,17.41,1217250000000.0,5,Urban
1615,Williamsview,2019-04-18,39.79,8745530000000.0,46,Urban
1616,Simpsonburgh,2019-03-03,7.63,4176780000000.0,21,Urban
1617,West Angela,2019-05-07,12.35,2050510000000.0,48,Urban
1618,West Heidi,2019-01-15,21.44,83498621902.0,28,Urban
1619,Leahton,2019-03-13,36.79,6214130000000.0,17,Urban
1620,Reynoldsfurt,2019-02-14,39.4,9070690000000.0,67,Urban
1621,Christopherfurt,2019-03-13,32.05,2788820000000.0,41,Urban
1622,Raymondhaven,2019-03-20,38.53,8658260000000.0,11,Urban
1623,Port Johnbury,2019-03-26,7.63,8089280000000.0,3,Urban
1624,West Gabriel,2019-05-05,27.57,4428770000000.0,57,Urban
1625,Barronchester,2019-01-27,27.79,6653620000000.0,11,Suburban
1626,East Kentstad,2019-04-07,18.75,6575960000000.0,20,Suburban
1627,Lake Omar,2019-01-17,21.71,966912000000.0,22,Suburban
1628,Myersshire,2019-02-27,17.1,5706770000000.0,19,Suburban
1629,West Hannah,2019-04-19,37.78,2273050000000.0,12,Suburban
1630,East Marymouth,2019-03-29,37.6,6370860000000.0,5,Suburban
1631,New Raymond,2019-02-25,20.44,5984510000000.0,17,Suburban
1632,Lake Robertside,2019-01-11,46.51,6574330000000.0,4,Suburban
1633,Josephside,2019-03-30,44.74,5592690000000.0,25,Suburban
1634,Brandonfort,2019-01-14,28.02,8100260000000.0,10,Suburban
1635,Josephside,2019-02-07,31.94,3185690000000.0,25,Suburban
1636,New Raymond,2019-03-21,22.12,6031760000000.0,17,Suburban
1637,Lewisland,2019-02-14,42.31,580386000000.0,4,Suburban
1638,East Kentstad,2019-01-22,35.01,8750870000000.0,20,Suburban
1639,Myersshire,2019-04-29,17.99,1127100000000.0,19,Suburban
1640,Myersshire,2019-01-10,45.81,7014260000000.0,19,Suburban
1641,Lewisland,2019-01-30,32.4,5099210000000.0,4,Suburban
1642,West Hannah,2019-03-22,25.86,7624910000000.0,12,Suburban
